;autor;contenido;derecho;fecha;fechaPublicacion;idPeriodico;imagen;palabrasClaves;periodico;seccion;subtitular;titular;url
0;EL NACIONAL;Un vehículo se incendió este lunes en el distribuidor Hoyo de La Puerta.|Usuarios de Twitter señalaron que el hecho generó retraso en la vía.|'Bajando a Caracas desde el distribuidor Hoyo de La Puerta hasta Las Mayas fuerte retraso de vehículos por un accidente más el incendio de vehículo', escribió un usuario en la red social.|Explicaron que las autoridades policiales y los bomberos acudieron al lugar.;2.10;18/03/2019;2019-03-77T10:29:00-0400;275136;http://en-cdnmed.agilecontent.com//resources/jpg/8/2/1552917798728.jpg;Sociedad;EN;Sociedad;El hecho generó retraso en la vía;Vehículo se incendió en el Distribuidor Hoyo de la Puerta;http://www.el-nacional.com/noticias/sociedad/vehiculo-incendio-distribuidor-hoyo-puerta_275136
1;EL NACIONAL;Este lunes fue reactivada la red de transporte que traslada a los niños de Ureña y San Antonio del estado Táchira, hacia Cúcuta, Colombia, donde realizan sus estudios en diferentes instituciones.|De acuerdo con información de la periodista Maryerlin Villanueva, este sistema beneficia una cantidad de más de 2.000 menores que cursan actividades escolares en dicha ciudad colombiana.|Los jóvenes habían tenido dificultades para ingresar a colombia debido al cierre de la frontera ante el posible ingreso de la ayuda humnitaria a Venezuela el 23 de febrero. Diferentes protestas fueron llevadas a cabo por los menores exigiendo a las autoridades que les permitieran el paso para poder continuar con sus estudios.;2.1;18/03/2019;2019-03-77T10:27:00-0400;275137;http://en-cdnmed.agilecontent.com//resources/jpg/2/3/1552917828832.jpg;Colombia, Táchira, Sociedad;EN;Sociedad;El sistema de traslado beneficia alrededor de 2.000 niños tachirenses ;Restablecieron transporte escolar hacia Cúcuta para niños de Ureña;http://www.el-nacional.com/noticias/sociedad/restablecieron-transporte-escolar-hacia-cucuta-para-ninos-urena_275137
2;EL NACIONAL;Vecinos de la parroquia Los Chorros protestan este lunes por la falta de agua que presentan en la zona desde hace más de tres meses.|Reportes de Twitter indican que los afectados por la situación han tenido que pagar hasta 150 dólares por una cisterna o han subido al Ávila para recoger agua.|'Las personas que manejan los camiones cisternas nos dicen que están obligados a llevarles agua hasta sus casas a los militares y a los del gobierno pero a nosotros no', denunciaron.|Los vecinos exigen a Hidrocapital que se aboque a solventar el problema. “Todos los días nos dicen que más tarde la ponen, que mañana y nunca la ponen'.|En ese sentido, también denuncian que debido a la falta del servicio hay adultos mayores y niños enfermos de dengue y otras afecciones.;2.8;18/03/2019;2019-03-77T09:47:00-0400;275130;http://en-cdnmed.agilecontent.com//resources/jpg/6/1/1552916809516.jpg;Agua, Servicios, Protestas;EN;Protestas;Los afectados por la situación exigen respuesta de Hidrocapital ;Vecinos de Los Chorros protestan por falta de agua;http://www.el-nacional.com/noticias/protestas/vecinos-los-chorros-protestan-por-falta-agua_275130
3;El Nacional;Cada vez es mayor la cantidad de venezolanos que buscan alternativas que les permitan escapar de la hiperinflación que hay en el país, entre las que se encuentran algunas plataformas digitales.|Una de ellas es la startup mexicana Airtm, que tiene su principal mercado en Venezuela. La plataforma les permite a los ciudadanos ahorrar en moneda extranjera, reseñó El País de España.|Los venezolanos pueden depositar sus ahorros en bolívares en una cuenta de la Airtm y enviar una solicitud a otros usuarios que se dedican a cambiar la moneda.|La plataforma también permite enviar remesas o hacer pagos internacionales. “Para mí es un banco, allí guardo todos mis ingresos en dólares”, dijo una de las venezolanas que utilizan la plataforma.|Lea más en El País.;2.10;18/03/2019;2019-03-77T09:40:00-0400;275128;http://en-cdnmed.agilecontent.com//resources/jpg/4/5/1548679333154.jpg;Política, Economía, Escasez, Inflación;EN;Economía;La startup mexicana hace posible que los ciudadanos depositen dinero en bolívares y lo cambien a la moneda extranjera ;Airtm: una alternativa que permite a los venezolanos ahorrar en dólares;http://www.el-nacional.com/noticias/economia/airtm-una-alternativa-que-permite-los-venezolanos-ahorrar-dolares_275128
4;Diario El Universal;Este lunes arrancó con manifestaciones.Vecinos de Palo Verde se apostaron en la avenida principal para protestar por la falta de luz y agua en varios inmuebles de este sector del municipio Sucre.|También en la urbanización Los Chorros los residentes salieron a la calle por la falta del servicio de agua desde hace más de una semana.|En Palo Verde alertan que tienen más de 12 días sin luz y no han recibido ninguna explicación por parte de Corpoelec.|Vecinos de palo verde trancan ya son 12 día sin luz en varios edificios y @CORPOELECinfo no resuelve. Ya son muchos los días sin el servicio @CaraotaDigital @luisgonzaloprz @LuisOlavarrieta @globovision pic.twitter.com/3qIzz1PZhh;2.8;18/03/2019;18/03/2019 09:47 am;35629;http://mmedia.eluniversal.com/17973/palo-verde-19730.jpg;NO_TIENE;EU;caracas;En la urbanización Los Chorros los residentes salieron a la calle por la falta del servicio de agua desde hace más de una semana.En Palo Verde denuncian más de 12 días sin luz;Vecinos de Palo Verde y Los Chorros protestaron por falta de luz y agua;http://www.eluniversal.com/caracas/35629/vecinos-de-palo-verde-y-los-chorros-en-caracas-protestaron-por-falta-de-luz-y-agua
5;AVN;Caracas.- El Instituto Nacional de Meteorología e Hidrología (Inameh) prevé este lunes cielos despejados sin lluvias en gran parte del país.|De acuerdo con sus proyecciones meteorológicas, se espera nubosidad y precipitaciones sobre los estados Apure, Lara, Barinas, Portuguesa, Táchira, Mérida, Trujillo, Amazonas, Bolívar, sur del Zulia y el Territorio Esequibo.|Asimismo, algunas lloviznas matutinas sobre zonas montañosas y costeras en el estado Miranda.|En la ciudad de Caracas la temperatura máxima en horas de la tarde sigue siendo estimada en 26 grados centígrados y la mínima en la madrugada fue de 15 grados centígrados.|Con respecto al oleaje en las costas del país, el Inameh prevé olas hasta 1,8 metros de altura en el litoral Occidental y Zona Insular y hasta 1, 5 metros de altura en los litorales Oriental y Central.;2.10;18/03/2019;18/03/2019 08:00 am;35621;http://mmedia.eluniversal.com/17896/cielo-14354.jpg;NO_TIENE;EU;venezuela;Día soleado para la capital de Venezuela con una temperatura máxima de 26 grados centígrados;Inameh prevé cielos poco nublados sin lluvias este lunes en gran parte del país;http://www.eluniversal.com/venezuela/35621/inameh-preve-cielos-poco-nublados-sin-lluvias-este-lunes-en-gran-parte-del-pais
6;BENJAMIN TRIPIER;Caracas.- Estamos de a poco entrando a una liberalización “de hecho” de nuestra economía. Está quedando cada vez más en manos de los privados. Lo cual no significa que el estado se haya retirado formalmente, sino que está a la expectativa, observando “desde afuera”, para atacar con todas las herramientas e instrumentos de los que se ha ido dotando en 20 años de revolución con un poder de intervención casi absoluto.|El fenómeno inusual de los “anaqueles llenos” que se fue presentando en los últimos tiempos, no es otra cosa que la demostración de esta “lectura” que hace que las empresas se muevan en un límite, mas dado por lo político que por lo normativo. La ley de precios justos es muy permisiva con un dólar Dicom superior al paralelo, y puede hasta ser un estímulo para reimpulsar la actividad productiva y comercial.|Si de la misma manera artificial que se adelanta su valor, volviera a retrasarse, entonces, los inventarios en tránsito, ya no permitirían completar el ciclo de reposición y se podría incurrir en pérdidas. Los encajes astringentes de la banca, impulsan los aportes de capital de trabajo, para aquellos productos de “ciclo corto” que puedan rotarse administrando el riesgo que quedar a mitad de camino.|Del otro lado, hacen falta una demanda, y un consumo que están deprimidos y que no hay camino a la vista que pudiera incentivarlo. El “síndrome del anaquel lleno” se explica no solo porque alguien produce el suministro, sino también, porque no rota y se queda en el anaquel. Existe la oportunidad de hacerlo rotar vía la fórmula heterodoxa de descuentos solidarios que comiencen a manejar un restablecimiento de las referencias, y los acerquen a las posibilidades reales del perfil de demanda con que contamos.|Noticias Destacadas|-Maduro: “Yo muy pronto voy a anunciar nuevos y poderosos cambios en los métodos del gobierno”|-Guaidó comienza a preparar movilización hacia palacio presidencial|-BID hizo efectivo el nombramiento de Ricardo Hausmann como representante de Venezuela|-Posible veto a visa y mastercard en Venezuela impulsaría uso de criptoactivos|-Estrés y traumas tras apagón en Venezuela: Las secuelas de vivir en pánico|-American Airlines suspende vuelos a Venezuela por seguridad|Lo que no es noticia (y debería serlo)|-Que las donaciones internas de ayuda humanitaria, son tan perseguidas como las que no dejan entrar del exterior|-Ni que así se reponga parcialmente la electricidad de los sistemas de bombeo de agua, aun quedan embalses vacíos, hasta el inicio de las lluvias|-O que cada vez le importa menos a la gente el problema político, entre chavistas y opositores, y quieren soluciones concretas a sus problemas diarios: cada día se vive peor que el anterior|-Tampoco que las empresas, vía cámaras empresariales, deben buscar e identificar sistemas de pago alternativos (pseudo monedas) que permitan complementar a la moneda oficial, y restablecer precios de referencia|@btripier btripier|@ntn-consultores.com|www.ntn-consultores.com;2.10;18/03/2019;18/03/2019 05:30 am;35584;http://mmedia.eluniversal.com/17972/sector-privado-19692.jpg;NO_TIENE;EU;economia;Liberalización de economía;VITRINA VENEZUELA;http://www.eluniversal.com/economia/35584/vitrina-venezuela
7;Diario El Universal;Caracas.- La Bolsa de Valores de Caracas (BVC) reportó entre los días 25 de febrero y 15 de marzo, con las pausas de carnaval y apagón, un monto negociado  por 6 mil 24 millones 619 mil 2012 bolívares, luego de sumar los diversos segmentos del mercado.|En su más reciente informe, la institución informó que “se efectuaron en el lapso,  transacciones  en las que se negociaron 16,16 millones de acciones de empresas privadas venezolanas en 2.200 operaciones”.|Especificó que “en el mercado a plazo se concretaron negocios por un monto de 3 mil 781 millones 577 mil 421 bolívares, como resultado de la transacción de 1,72 millones de acciones en 74 operaciones”.|Asimismo el corro capitalino indicó que “el índice principal de la Bolsa de Valores de Caracas, IBC, abrió el lapso reseñado en 7.839,10 puntos y la cerró en 8.582,13 puntos, con una variación de 743,03 puntos, lo se significó una subida de 9,48%”.|El documento destacó que el Top 12 de las acciones más negociadas en la semana fueron las de Mercantil Servicios Financieros A (Bs. 3.551.07 millones), Banco Nacional de Crédito (Bs. 551,08 millones), Fondo de Valores Inmobiliarios B (Bs. 264,99 millones), Cerámica Carabobo (Bs. 305,46 millones), Bolsa de Valores de Caracas (Bs. 242,12 millones), Banco Provincial (Bs. 184,08 millones).|Seguida también por Protinal (Bs. 86,45 millones), Mercantil Servicios Financieros B (Bs. 61,36 millones), Ron Santa Teresa  (Bs. 47,21 millones), Banco Occidental de Descuento (Bs. 47,89 millones), Cantv (Bs. 42,03 millones) y Domínguez & Cia. (Bs. 31,59 millones).|Mientras tanto, los títulos con mayor subida en sus precios en el mercado de renta variable fueron los de Corporación Grupo Químico (+183,33%), Banco del Caribe A (+150,00%), Fábrica Nacional de Cementos (+106,90%), Siderúrgica Manpa (+65,98%) Siderúrgica Venezolana Sivensa (+71,82%), Protinal (+67,78%), Invaca (+66,67%), Proagro (+66,22%), Manpa (+65,98%) y Cerámica Carabobo (+65,63%).|Destacó el texto que otros títulos de renta variable con incrementos destacados fueron Fondo de Valores Inmobiliarios A (+61,8%), Banco Occidental de Descuento (+56,25%), Envases Venezolanos (+50,00%), Corporación Industrial de Energía (+44,68%), Telares Palo Grande (+42,86%), Fondo de Valores Inmobiliarios B (+36,36%), Fondo de Valores Inmobiliarios B (+36,36%), Grupo Zuliano (+31,58%), Domínguez y Cía. (+31,17%) y Cantv (+30,44%).|En renta fija se negociaron Obligaciones Quirografarias y papeles comerciales por 479 millones 365 mil 910 bolívares en 10 operaciones.|En expansión|El índice principal de la Bolsa de Valores de Caracas, IBC, culminó este viernes en 8.582,13 puntos, con una variación de 387,54 puntos (+4,73%), respecto a la sesión anterior, indicó el registro de ese mercado.|Por otra parte, el Índice Financiero cerró en 14.324,67 puntos (+5,72%) y el Índice Industrial en 4.782,08 puntos (-1,06%).|Además, apuntó el reporte bursátil, se efectuaron el 15 de marzo en la Bolsa 232 operaciones  de compra venta en el mercado de renta variable, en las cuales  se transaron 470 mil acciones  por  126  millones  644 mil 506 bolívares.|En otro renglón, precisó la BVC, durante la última jornada en el mercado a plazo, cambiaron de mano 121.200 acciones por un monto de 7.422.232,85 bolívares en 7 operaciones y en renta fija, se negociaron papeles de Tivalca por 420 millones de bolívares;2.10;18/03/2019;18/03/2019 05:30 am;35595;http://mmedia.eluniversal.com/17972/bvc-19699.jpg;NO_TIENE;EU;economia;El IBC reportó una variación de 743,03 puntos, es decir, un alza de 9,48%;Bolsa de Valores negoció más de Bs 6 mil millones;http://www.eluniversal.com/economia/35595/bolsa-de-valores-negocio-mas-de-bs-6-mil-millones
8;Diario El Universal;Caracas.- Tras evaluar las secuelas del apagón nacional, representantes de gremios empresariales observan una afectación directa en los niveles de producción y en  los  consumidores finales.|Fedecámaras, Consecomercio, Conindustria aseguran que el impacto podría ser mayor en la actividad privada nacional de no concretarse correctivos en el Sistema Eléctrico Nacional (SEN) en el corto plazo.|Carlos Larrazábal, presidente de Fedecámaras, señaló que el aparato productivo nacional y la población en general, están viviendo las consecuencias de las interrupciones eléctricas, cada vez más frecuentes.|“Se advirtió que al sistema eléctrico le hacía falta mantenimiento y que había cierta ineficiencia, esto es parte del colapso, los altos consumidores de energías paralizados, las empresas básicas de Guayana, el 70% del sector industrial paralizado, los que están trabajando a 20% de capacidad”, dijo.|“Si todo el parque industrial estuviera operativo las afectaciones serían aún más severas”, comentó el empresario.|“Tener prácticamente una semana sin producción y a eso se le suma la semana  previa a carnaval, más esos dos días feriados que se decretaron, son prácticamente 15 días sin actividad económica formal, esto nos ha afectado de forma importante la cadena de suministro por la vía logística”, indicó Larrazábal a Unión Radio al referir que uno de los estados que sufrió mayores pérdidas fue el Zulia.|Contracción del mercado|Entretanto, el presidente de Conindustria, Juan Pablo Olalquiaga, manifestó que “la difícil situación por la cual ya atravesaba el sector industrial del país, ha empeorado como consecuencia de la falta de energía eléctrica” en el territorio.|“El que los operadores de Corpoelec no hayan informado la razón del apagón, más allá de escabullir responsabilidad con la excusa infantil del sabotaje, es muestra de irresponsabilidad crasa.  Esta crisis nacional amerita informes periódicos y transparentes de lo que sucede”, sostuvo en su cuenta de  Twitter  @JPOlalquiaga.|Asimismo, el presidente de la  Asociación Venezolana de Exportadores (AVEX), Ramón Goyo, argumentó que el colapso del sistema eléctrico nacional y sus efectos en la prestación de servicios ha incidido en la profundización de la caída de producción de bienes y servicios, además de una mayor contracción del mercado interno.|Vandalismo, destrucción|Consecomercio resaltó  en un comunicado que  “de acuerdo a informaciones que continúan recabando sus cámaras y asociaciones  afiliadas  acerca del número de establecimientos que fueron destruidos durante los días del apagón todavía no existe plena conciencia de la magnitud de los daños registrados, mucho menos de las futuras repercusiones”. Tampoco de los efectos del “vandalismo” en la destrucción de  establecimientos, como del robo de equipos y mobiliario.|La organización expresó también que “no podía calificar de otra manera que de ‘verdaderamente criminales’ todos los hechos relacionados con los daños que se le provocaron en el estado Zulia al sector comercial, como a una serie de industrias productoras de alimentos, entre las que figuran: Maralac, Plumrose, Monaca, Pepsi-Cola Venezuela, Cervecería Polar, Upaca y Alimentos Polar”.|En este último caso, no sólo se agredió a trabajadores. También hubo robos de materia prima, productos terminados, daños a equipos y maquinarias, además de unidades transporte, detalló Consecomercio.|“Esto se traduce”, advirtió el texto de esa agrupación, “en graves pérdidas para las empresas, como en una inevitable reducción de la producción y el abastecimiento de bienes de consumo a nivel local”.;2.10;18/03/2019;18/03/2019 05:30 am;35596;http://mmedia.eluniversal.com/17972/zulia-19701.jpg;NO_TIENE;EU;economia;Reportan daños en Plumrose, Monaca, Alimentos Polar y Pepsi-Cola en el estado Zulia;Gremios evaluaron impacto del apagón en la producción;http://www.eluniversal.com/economia/35596/gremios-evaluaron-impacto-del-apagon-en-la-produccion
9;DICK TORRES;Caracas.- Revisar la deuda de Venezuela con China debe ser considerada por un gobierno de transición, plantea Néstor Suárez, ex ministro de Finanzas en el segundo mandato de Rafael Caldera.|El economista estima en $30 millardos la deuda con la nación asiática e indicó que la cifra es producto de informaciones cruzadas debido a la falta de registros oficiales.|Suárez integra el equipo asesor de Juan Guaidó en el área de economía, finanzas y petróleo, en la Comisión Plan País que designó la AN.|“Un nuevo gobierno de transición encabezado por Guaidó y la Comisión Plan País tendrán que considerar las relaciones con China y la deuda contraída con esa nación cuyos montos no están claros ni existe información oficial”.|Explicó que China reclama a Venezuela más de $30 millardos, cuyos montos fueron aprobados por la anterior AN pero no hay información sobre los proyectos a ejecutar.|De acuerdo con una investigación realizada por  Transparencia Venezuela, “no cuadran” las cuentas del Fondo Chino y del Fonden.|“Desde  2008 a 2011  Pdvsa ha transferido al Fondo Chino $10.458 millones para distintos proyectos pero no está claro el destino de esos recursos que fueron a dar al Bandes”, señala la organización.|“No se sabe en qué proyectos han sido gastados, en qué bancos se encuentran, si están ganando intereses o si ya están destinados para la ejecución de obras”, observa.|Otras investigaciones periodísticas señalan que el Fondo Chino comprometió $68.000 millardos, los cuales representan casi el 10% del ingreso petrolero recibido entre los años 2007 y 2017 (727.609 millones de dólares), “sin control ni registro contable”.|Según el Gobierno, más de 300 proyectos son en las áreas petrolera, agrícola, vivienda, turismo, construcción del plan ferroviario, entre otros  cuya deuda está siendo pagada con petróleo de acuerdo con declaraciones del presidente Nicolás Maduro.|“He hablado con funcionarios del gobierno chino con quien mantengo una relación desde hace 14 años y han manifestado su preocupación en la recuperación de sus activos”, dijo Suárez.;CONTEXTO;18/03/2019;18/03/2019 05:30 am;35586;http://mmedia.eluniversal.com/17972/deuda-19695.jpg;NO_TIENE;EU;economia;“La nación asiática está interesada en seguir invirtiendo en Venezuela”;Asamblea Nacional plantea revisar  deuda con China;http://www.eluniversal.com/economia/35586/asamblea-nacional-plantea-revisar-deuda-con-china
