;autor;contenido;derecho;fecha;fechaPublicacion;idPeriodico;imagen;palabrasClaves;periodico;seccion;subtitular;titular;url
0;JOSÉ GREGORIO MEZA | jgmeza@el-nacional.com;[];2.1;7/3/19;2019-03-66T04:30:00-0400;273785;http://en-cdnmed.agilecontent.com//resources/jpg/9/1/1551988974919.jpg;Salud, Sociedad;EN;Salud;Entre el domingo 10 y el sábado 16 de marzo se celebrará la semana mundial de la enfermedad, la segunda causa principal de ceguera en el mundo, después de la catarata, según la Organización Mundial de la Salud;11 millones de personas padecerán de glaucoma en el año 2020;http://www.el-nacional.com/noticias/salud/millones-personas-padeceran-glaucoma-ano-2020_273785
1;SANDRA GUERRERO | sguerrero@el-nacional.com;['Joan Miguel Guerra López, de 28 años de edad, mayorista de frutas en el Mercado Mayor de Coche, fue ultimado de dos disparos en el pecho por una comisión del Cuerpo de Investigaciones Científicas, Penales y Criminalísticas, pasadas las 6:00 pm de este miércoles. Se lo llevaron cuando llegaba a su residencia en un sector de Las Mayas, parroquia Coche, indicó uno de los allegados al trabajador.', 'La víctima era el menor de cuatro hermanos y padre de dos niñas, de cinco y 10 años de edad. Vivía con su esposa y sus hijas.', 'A las 10:00 am de ayer el cadáver de Guerra López no había sido trasladado a la morgue de Bello Monte desde el Hospital Periférico de Catia, donde lo llevaron una vez que murió.', 'Yelitza Guerra indicó que a su hermano lo señalaron de haberse enfrentado a la comisión de funcionarios de la policía científica. Tenía 15 años como mayorista en el mercado.', 'Agregó que su hermano tenía dos años viviendo en Las Mayas. Anteriormente estuvo residenciado en el barrio Nueva Esparta, en la autopista Caracas-La Guaira.'];1.1;7/3/19;2019-03-66T04:21:00-0400;273775;http://en-cdnmed.agilecontent.com//resources/jpg/7/4/1551967903147.jpg;Cicpc, Sucesos;EN;Sucesos;La víctima tenía 15 años laborando como mayorista de frutas en el Mercado Mayor de Coche;Señalan al Cicpc de ultimar a trabajador que se llevaron de Las Mayas;http://www.el-nacional.com/noticias/sucesos/senalan-cicpc-ultimar-trabajador-que-llevaron-las-mayas_273775
2;El Nacional;['Mariano de Alba, abogado especialista en derecho internacional, aseguró este jueves que hace falta un quiebre entre las alianzas de poder de los militares y los empleados de la administración pública para lograr un cambio político en el país.', ''Hacia esa dirección está encaminada la estrategia de Juan Guaidó, quien ha dirigido sus esfuerzos a llamar a los militares a ponerse del lado de la Constitución y a desconocer a Nicolás Maduro, y por otro lado el quiebre del poder del Estado, es decir, llamar a los civiles a que reconozcan la Carta Magna', explicó De Alba luego de un conversatorio realizado en la Universidad George Washington.', 'El especialista en asuntos políticos aseguró que las conversaciones entre el presidente interino de Venezuela y el gobierno de Estados Unidos puede tener efectos positivos en una eventual reestructuración de la deuda externa.', ''En teoría, la deuda puede ser de alguna forma 'perdonada', y el dinero que ingrese al país una vez que cese la usurpación puede ser destinado, al principio, para la población más desfavorecida', aseveró.'];3.2;7/3/19;2019-03-66T04:15:00-0400;273771;http://en-cdnmed.agilecontent.com//resources/jpg/9/6/1550199265069.jpg;Política;EN;Política;El politólogo aseguró que las conversaciones entre el presidente interino de Venezuela, Juan Guaidó, y el gobierno de Estados Unidos pueden ser beneficiosas para una eventual reestructuración de la deuda externa en el caso de una transición política;Mariano de Alba: Hace falta un quiebre de las alianzas del poder;http://www.el-nacional.com/noticias/politica/mariano-alba-hace-falta-quiebre-las-alianzas-del-poder_273771
3;EL NACIONAL;['José Manuel Olivares, diputado a la Asamblea Nacional (AN) en el exilio, recibió un nuevo cargamento de ayuda humanitaria en Cúcuta (Colombia) que será destinado a los venezolanos.', ''La ayuda humanitaria y el compromiso por los venezolanos sigue. Hoy recibimos un avión proveniente de Estados Unidos con ayuda humanitaria de muchos países de Latinoamerica. Entre los medicamentos se encuentran para distintas patólogias, anticoagulante, medicamentos para pacientes cardiovasculares y neurológicos. También fueron enviados unos instrumentos mundiales para atender a más de 10.000 personas en un centro de salud', expresó el parlamento en exclusiva a El Nacional.', 'La ayuda humanitaria en dos containers de 50 toneladas y, al menos, seis camiones llegaron al centro de acopio. Los vehículos llegaron escoltados por funcionarios de la Policía Nacional de Colombia.', 'El envío de este nuevo cargamento se realizó dos semanas luego que Nicolás Maduro impidió el ingreso de más de 200 toneladas de ayuda humanitaria a Venezuela al imponer varios cordones policiales en cada uno de los pasos fronterizos en Venezuela.', 'La Agencia de EE UU para el Desarrollo (Usaid) informó que fue enviado un nuevo cargamento de suministros adicionales de ayuda humanitaria que fueron enviados desde Florida. Entre los suministros médicos que transporte el avión de carga militar C-130 se encuentran guantes, batas quirúrgicas, mascarillas y suministros de limpieza.', 'Bonnie Glick, administradora adjunta de Usaid, acompañó el cargamento e indicó que los insumos estarán pre-ubicados en Colombia para ser destinados a los venezolanos.', 'Foto: El Nacional', 'Foto: El Nacional', 'Foto: El Nacional'];2.1;7/3/19;2019-03-66T04:07:00-0400;273783;;Colombia, Ayuda humanitaria;EN;Sociedad;El envío de este nuevo cargamento se realizó dos semanas luego que Nicolás Maduro impidió el ingreso de más de 200 toneladas de ayuda humanitaria a Venezuela;Olivares ofreció detalles sobre nuevo cargamento de ayuda humanitaria;http://www.el-nacional.com/noticias/sociedad/olivares-ofrecio-detalles-sobre-nuevo-cargamento-ayuda-humanitaria_273783
4;El Nacional;['Jose Ignacio Hernández, procurador designado por el presidente interino de Venezuela, Juan Guaidó, aseguró este jueves que asesorará a la Presidencia interina para proteger, recuperar y controlar los activos de la nación en el extranjero.', 'Hernández aclaró que no le corresponde realizar investigaciones penales en torno a la naturaleza de los activos y determinar hechos delictivos. 'Eso le corresponde al Ministerio Público, pero si nos corresponde recuperar el patrimonio en el exterior, estén o no relacionados con la corrupción', aseveró.', 'El funcionario venezolano reiteró que el único gobierno legítimo que reconoce la administración de Donald Trump es el del también presidente de la Asamblea Nacional, Juan Guaidó.', 'El pasado 20 de febrero la Comisión Permanente de Política Interior del Parlamento autorizó la designación de Hernández.', ''Esta Comisión autorizó la designación de José Ignacio Hernández como procurador especial para la defensa del Estado y de los demás entes descentralizados de la Administración Pública en el exterior, de acuerdo con el artículo 15, literal b, del Estatuto que rige la transición a la democracia', indicó el diputado Dennis Fernández en una carta dirigida a Edinson Ferrer Arteaga, secretario del Poder Legislativo.'];1.2;7/3/19;2019-03-66T04:01:00-0400;273780;http://en-cdnmed.agilecontent.com//resources/jpg/0/8/1551288991780.jpg;Política, Mundo;EN;Política;El funcionario designado por el presidente interino de Venezuela, Juan Guaidó, explicó que no le corresponde llevar a cabo investigaciones penales de presunta corrupción sobre el patrimonio nacional en el exterior;Jose Ignacio Hernández: Nos corresponde recuperar los activos venezolanos;http://www.el-nacional.com/noticias/politica/jose-ignacio-hernandez-nos-corresponde-recuperar-los-activos-venezolanos_273780
5;FABRIZIO TORRES;['Pedro Elías Aquino alias “Akapellah” nació un 16 de Noviembre del 1991 en Turmero, Edo. Aragua. Como mucho de los muchachos de la época, Pedro soñaba con ser rapero. A los 15 años de edad, decidido a lograrlo, compuso temas y se dedicó a improvisar en plazas, residencias, casas, en todos los rincones de Turmero y Maracay.', 'Para esa época tener una agrupación exitosa era complicado, es necesario tener buenos contactos para surgir en ese mundo. Por eso, uno de los mecanismos para ser reconocido en el rap era improvisando (Contra punteo). Muchos jóvenes competían entre ellos para demostrar quién era el mejor e ir ganado estatus en el rap.', 'A lo largo del tiempo, improvisó en toda Aragua, cautivando al público que lo rodeaba. Con su sentido del humor e ingenio, improvisaba sobre las cosas que tenía a la vista. Su imaginación y elocuencia le encantaba al que lo escuchaba. Mucha gente se preguntaba cómo surgió su alias.', 'Pedro Elías en una entrevista explica  que es un juego de palabras utilizando el termino AKA y la palabra Pellah. Simplificando su seudónimo sería “Pellah”. El término Aka es la abreviación para la expresión anglosajona “Also Know As”, cuya traducción en español significa “también conocido como” al igual que el termino MC. Estos términos se utilizan en la industria del hip hop.', 'Mientras el joven Pedro Elías Aquino iba formándose como rapero, en 2005 ya el movimiento del hip hop estaba muy avanzando. Siendo él género más escuchado de Venezuela, además del reggaetón. Era la música del momento. Fue la época de agrupaciones como Guerrilla Seca, 3 dueños, Mc Ardilla, La Comarka. Candelaria Family, etc. Eran los ídolos del momento de los jóvenes del momento.', 'En 2007 se realizó el primer evento de improvisación organizado por la prestigiosa marca Red Bull. Famosa por organizar ese mismo evento en otros países. De ahí varios talentos del rap venezolano mostraron sus dotes en el freestyle, tales como Biancucci (campeón de ese año), McKlopedia (Campeón de los años siguientes) y Mc Ardilla, uno de los raperos más conocidos del momento. Fueron los más referentes de la improvisación.', 'Inspiraron a las siguientes generaciones a seguir su legado, entre esos estaba un joven  Akapellah, preparándose para ser el mejor improvisador de Venezuela.', 'En 2011, después de ser bastante conocido en su estado natal, se fue a Caracas, cuna del rap en Venezuela, para demostrar que tenía talento suficiente. Akapellah se da a conocer en el ámbito nacional a través  de un vídeo de freestyle que le dio la vuelta a Latinoamérica. En ese vídeo se puede apreciar como Akapellah improvisó casi todo el vídeo y como con su enorme talento para estructurar rimas y ponerle su toque de humor, tenía embelesado a Biancucci, uno de los máximos exponentes del rap en Venezuela. En una de sus rimas, Biancucci dijo: “AkaPellah el nuevo king de la nueva escuela”. Así obtuvo el reconocimiento otros exponentes importantes y  se dio a conocer en su país.', 'Luego, en ese año y el año siguiente, compitió en el evento más importante de freestyle de Venezuela en ese entonces, “Knockout” ganándolo dos años consecutivos. Fue el evento que llenó el vacío que dejó la Red Bull los años que se fueron del país.', 'Akapellah, después de cosechar varios éxitos en su país, se enrumbó a buscar nuevos retos, participando en competencias internacionales. Visitó Perú donde batalló en la calles ganándose el cariño de la gente. En 2014 se coronó campeón de la “GodLevel” en Chile. Competición muy reconocida en el país.', 'Después de varias victorias y derrotas al paso del tiempo, decidió dedicarse a sus temas y alejarse de las batallas de freestyle.  En sus improvisaciones y temas siempre ha dicho que su plan es ser reconocido por sus canciones, no solo ser reconocido por su freestyle. La improvisación le abrió camino hasta llegar a un nivel donde sus temas tuvieran mayor impacto en el género.', 'Hoy en día tienen una gran cantidad de temas conocidos: “Milki” (trap) “El jodido sentir de la calle” (rap) “Gordo Funky” (rap) “Layback” (rap) “Los Cheles” (trap) “La vida es un freestyle” (rap) “Hablando claro” (rap) en colaboración con Rxnde Acozta, “Replica” (rap) tema que habla sobre su vida. Lo posicionan como uno de los mejores raperos del habla hispana.  Se convirtió en uno de los máximos exponentes del rap en Venezuela, reconocido y escuchado en Latinoamérica entera. Su historia es perfecta para demostrar que si luchas por tus sueños puedes lograrlo.'];1.2;7/3/19;7/3/19 16:01;35045;19293;NO_TIENE;EU;doblevia;Como mucho de los muchachos de la época, Pedro soñaba con ser rapero.;Akapellah: “No hay sueño grande para un soñador inmenso”;http://www.eluniversal.com/doblevia/35045/akapellah-no-hay-sueno-grande-para-un-sonador-inmenso
6;LUIGI RAMIREZ;['Un hombre identificado como Luis Enrique Masave de 53 años, falleció tras recibir una fuerte descarga eléctrica en el sector 19 de abril, municipio Girardot del estado Aragua.', 'El hecho se registró el pasado martes en horas de la madrugada, cuando Masave se encontraba en una reunión compartiendo con unos allegados. En ese momento el sujeto trató de solucionar un problema eléctrico y manipuló unos cables que estaban “pelados”, lo que ocasionó que se electrocutara, falleciendo instantáneamente,señaló  Luisa Masave,  hija de la víctima.', 'Se pudo conocer que Masave en vida se dedicaba a la albañilería y era padre de 10 hijos. Los familiares llevaron su cuerpo al Servicio Nacional de Medicina y Ciencias Forenses (Senamecf), en el sector Caña de Azúcar, con el fin de someter el cuerpo a la  autopsia correspondiente, según reseñó  EL Periodiquito.'];2.1;7/3/19;7/3/19 15:41;35037;http://mmedia.eluniversal.com/17948/cicpc-unidad-forense-18320.jpg;NO_TIENE;EU;sucesos;El sujeto identificado como Luis Enrique Masave se encontraba en una reunión familiar cuando manipuló un cableado eléctrico ocasionándole  de manera inmediata la muerte.;Muere hombre de 53 años tras recibir una fuerte descarga eléctrica;http://www.eluniversal.com/sucesos/35037/fallece-hombre-de-53-anos-tras-recibir-fuerte-descarga-electrica-en-maracay
7;Diario El Universal;['Caracas.-Petróleos de Venezuela (Pdvsa) no ha interrumpido sus negocios con la firma marítima Bernhard Schulte Shipmanagement (BSM), dijo este jueves la compañía petrolera,', '.', 'El brazo marítimo de Pdvsa, PDV Marina, el pasado martes declaró una emergencia debido a la falta de tripulación para recibir de inmediato los 10 buques que BSM propuso devolver debido a facturas impagas por al menos 15 millones de dólares.  La mayoría de los petroleros se encuentran en aguas venezolanas. Otros tres buques operados por BSM para Pdvsa permanecen anclados en Portugal y Curazao hasta que se resuelvan las disputas legales relacionadas con las tarifas que Pdvsa debe a las agencias marítimas, las autoridades portuarias y los astilleros. 'PDV Marina es una filial de Pdvsa que continúa trabajando con la empresa BSM (...) PDV Marina ofrece el transporte marítimo y fluvial de hidrocarburos, además de la prestación del servicio de remolcadores alcanzando jornadas diarias satisfactorias”, dijo la petrolera en la red social Twitter. Pdvsa no dio detalles sobre sus planes para operar los buques devueltos, según información de Reuters. Portavoces de BSM, no respondieron a solicitudes de comentarios.    La firma alemana opera una flota de 15 buques de Pdvsa, incluidos 8 Aframaxes que se usan principalmente para mover petróleo entre los puertos nacionales de Venezuela y el Caribe, cuatro Suezmaxes que anteriormente servían a destinos de exportación, pero recientemente también navegaban en aguas venezolanas, el Aframax Arita que cubre rutas a Asia, y dos portadores de crudo muy grandes propiedad conjunta de Pdvsa y PetroChina.La tripulación de la empresa alemana abandonó el mes pasado dos embarcaciones ancladas en Portugal -“Río Arauca” y “Parnaso”-, después de mantener al personal a bordo durante más de 20 meses. La firma ha dicho que la responsabilidad legal de los buques recae en las partes.    Más de una docena de petroleros con crudo venezolano ha sido detenida por las autoridades en el mundo en los últimos años o se le ha impedido navegar porque Pdvsa no ha podido pagar la operación, la limpieza del casco, las inspecciones y otros servicios. El Gobierno de Nicolás Maduro ha sido severamente sancionado desde fines de enero, porque Estados Unidos y docenas de otras naciones han reconocido al líder de la Asamblea Nacional (AN), el opositor Juan Guaidó, como presidente encargado de Venezuela.'];2.1;7/3/19;7/3/19 15:31;35038;http://mmedia.eluniversal.com/17925/pdvsa-16483.jpg;NO_TIENE;EU;economia;Las empresas continúan sus negocios pese a la decisión de la firma alemana de devolver 10 de los 15 buques por no pagar tarifas;Pdvsa dice que seguirá trabajando con la firma marítima alemana BSM;http://www.eluniversal.com/economia/35038/pdvsa-sigue-trabajando-con-la-firma-maritima-alemana-bsm
8;ANA CAROLINA ARIAS;['Nueva Esparta.- La plataforma Unidos por la Salud de la isla Margarita avanza en el objetivo para el cual se unieron, como es organizar las necesidades en el estado ante una 'inminente' entrada de ayuda humanitaria, y en ese sentido trabajan en la fase 1 como lo ha establecido la Asamblea Nacional.', 'Germán Rojas Loyola, miembro de la plataforma y vocero de la Sociedad de Puericultura y Pediatría de Nueva Esparta, informó que los gremios médicos y organismos con trabajo en salud que conforman este grupo, determinan en campo los casos de desnutrición y personas con enfermedades crónicas, que en efecto serán la prioridad a atender con las acciones especiales que ha dispuesto el Parlamento.', 'Dijo que los niños desnutridos de cero a cinco años, las mujeres embarazadas, los adolescentes y personas de tercera edad en igual condición y además, en estado de abandono o dependencia, serán los atendidos en una primera fase porque son vidas en absoluto riesgo.', 'Destacó la 'ayuda urgente' que requieren las personas con padecimientos crónicos como hipertensión, diabetes, en tratamiento de diálisis y oncología, así como con detección positiva de Virus de Inmuno deficiencia Humano (VIH), ya que la situación de emergencia compleja médico asistencial eleva la vulnerabilidad de su salud.', 'Rojas informó que a la fecha Nueva Esparta no ha recibido ayuda foránea, y la crisis se sigue sobrellevando solo con el programa médico asistencial de la Gobernación de Nueva Esparta.', 'No obstante, lamentó que la red hospitalaria y ambulatoria de Nueva Esparta mantenga 'serias deficiencias' en su plan de alimentación para las personas hospitalizadas, por cuanto acelera el deterioro de los cientos de pacientes recluidos en estos espacios.', 'Plan de insumos', 'Efectivamente, en los últimos días el gobernador de la entidad, Alfredo Díaz, ha agilizado el programa de dotación de insumos médicos, registrando ya la cuarta 'Cruzada de la Salud' que lleva por municipio.', 'La planificación es atender 50 ambulatorios de Margarita y Coche, además de las entregas que ya se han hecho en el Hospital Luis Ortega de Porlamar, y centros de salud de los municipios Mariño y García.', 'Recalcó que el programa que ejecuta busca suplir las faltas en las que incurre el Gobierno nacional a través del Ministerio de Salud y demás instituciones del sector, con lo cual espera al menos ayudar a los más necesitados, pues afirma que es doloroso que los bonos que entrega el Gobierno además de ser excluyentes tienen que ser dispuestos por las familias para este tipo de urgencias porque no hay políticas que garanticen el derecho a la salud.'];2.1;7/3/19;7/3/19 13:51;35010;http://mmedia.eluniversal.com/17962/gremios-de-la-salud-siguen-planificacion-por-fase-ayuda-humanitaria-para-nueva-esparta-19266.jpg;NO_TIENE;EU;venezuela;Casos de desnutrición en niños, adolescentes y ancianos, así como personas con enfermedades crónicas son prioridad;Gremios de la salud siguen planificación por fase de ayuda humanitaria para Nueva Esparta;http://www.eluniversal.com/venezuela/35010/gremios-de-la-salud-siguen-planificacion-por-fase-ayuda-humanitaria-para-nueva-esparta
9;LUIGI RAMIREZ;['En horas de la noche de ayer seis de marzo un grupo de antisociales asesinaron al comisario jefe del Cuerpo de Investigaciones Científicas Penales y Criminalísticas (Cicpc),  del estado Miranda, Fernando Antonio Jiménez, en la carretera Nacional La Raiza, entrada al Manguito de Los  Valles del Tuy.', 'Según fuentes policiales, el hecho ocurrió cuando se encontraba en el operativo de retorno de Carnaval 2019 en esa región.', 'De acuerdo a la versión del portal web Agencia Carabobeña de Noticias (ACN), al comisario general lo emboscaron varios delincuentes, quienes integran la banda delictiva del “Vizcaino”, que opera en dicha zona. Se conoció que en este hecho también resultó herido el detective José Díaz, de quien se desconoce su estado de salud. Por su parte, el Comisario General Douglas Rico, director  del Cicpc expresó sus palabras de condolencia a familiares y amigos ante el hecho,  a través de su redes sociales @douglasricovzla.  “Mis palabras no les quitará el dolor y sufrimiento a familiares, amigos y compañeros de trabajo del C/G Fernando Jiménez.”  Pero les aseguro que no descansaremos hasta dar con quienes le quitaron la vida. No a la impunidad.”'];1.1;7/3/19;7/3/19 13:45;35011;http://mmedia.eluniversal.com/17962/comisario-jimenez-cicpc-19269.jpg;NO_TIENE;EU;sucesos;El funcionario fue identificado como Fernando Jiménez , quien fue asesinado por antisociales cuando se encontraba en medio del operativo de Carnaval en la carretera La Raiza.;Matan a un comisario del Cicpc en el estado Miranda;http://www.eluniversal.com/sucesos/35011/fallece-comisario-del-cicpc-tras-un-enfrentamiento-en-miranda
