;autor;contenido;derecho;fecha;fechaPublicacion;idPeriodico;imagen;palabrasClaves;periodico;seccion;subtitular;titular;url
0;El Nacional;El Sindicato Nacional de Periodistas denunció este viernes que el periodista polaco, Tomasz Surdel, fue golpedado, presuntamente, por funcionarios de las Fuerzas de Acciones Especiales. El sindicato indicó que Surdel recibió golpes en las costillas y fue amedrentado con una pistola.|'Este viernes, el periodista polaco Tomasz Surdel, del diario Gazeta Wyborcza, fue detenido y golpeado por efectivos de la FAES', escribió el SNTP en Twitter.|La organización detalló que el periodista fue detenido cuando se desplazaba por Bello Monte.|'Me golpearon con algo duro, principalmente en la cara. También recibí golpes en la costilla. Cuando terminaron y me sacaron la cabeza del saco, vi el cañón de la pistola frente a mis ojos', contó Tomasz Surdel al SNTP.;1.1;15/03/2019;2019-03-74T12:06:00-0400;274811;http://en-cdnmed.agilecontent.com//resources/jpg/6/8/1552665896986.jpg;NO_TIENE;EN;Sociedad;El Sindicato Nacional de Periodista explicó que Tomasz Surdel fue detenido cuando se desplazaba por Bello Monte, Caracas;Denuncian que periodista polaco fue golpeado por funcionarios del FAES;http://www.el-nacional.com/noticias/sociedad/denuncian-que-periodista-polaco-fue-golpeado-por-funcionarios-del-faes_274811
1;El Nacional;Ricardo Berrios, presidente de Fedecámaras del estado Trujillo, señaló que el sector de productos cárnicos y lácticos sufrió grandes pérdidas debido al apagón masivo que se generó el pasado 7 de marzo.|En el sector de Boconó se presentaron casos de saqueo, en un supermercado se perdió 30% de la mercancía. Además se registró un ataque a la emisora Trujillo 102.5 FM, donde lanzaron bombas molotov a la planta eléctrica.|El sector empresarial encargado de la producción y  comercialización de alimentos se detuvo debido al apagón, lo que trajo como consecuencia el desabastecimiento en la localidad andina.;2.8;15/03/2019;2019-03-74T11:56:00-0400;274802;http://en-cdnmed.agilecontent.com//resources/jpg/3/4/1552663045743.jpg;Economía, Trujillo;EN;Economía;El presidente de Fedecámaras (Trujillo), Ricardo Berrios, informó que la entidad andina se encuentra desabastecida tras el apagón nacional ;Sector de productos cárnicos y lácticos sufrió grandes pérdidas en Trujillo;http://www.el-nacional.com/noticias/economia/sector-productos-carnicos-lacticos-sufrio-grandes-perdidas-trujillo_274802
2;El Nacional;Luis Motta Domínguez indicó este viernes, vía Instagram, que la casa de máquinas de electricidad que trabaja en el Guri no se destruyó, ni explotó, luego del apagón nacional que se generó el 7 de marzo.|'La casa de máquinas número 2 de Guri con sus 10 generadores, como pueden observar, no hay destrucción, ni explosión', señaló Domínguez mediante un video.|Domínguez señaló que los 10 generadores de las dos casas de máquinas del Guri están trabajando 'con completa normalidad', y además mostró un video en el que se observa los generadores.;18;15/03/2019;2019-03-74T11:46:00-0400;274809;http://en-cdnmed.agilecontent.com//resources/jpg/5/2/1540248125225.jpg;Luz, Corpoelec, Sociedad;EN;Sociedad;El director de Corpoelec señaló que los generadores están trabajando con “completa normalidad”;Motta Domínguez: No hay destrucción o explosión en máquinas del Guri;http://www.el-nacional.com/noticias/sociedad/motta-dominguez-hay-destruccion-explosion-maquinas-del-guri_274809
3;EL NACIONAL;Un grupo de ciudadanos cerró el acceso a la carretera Panamericana, en el estado Miranda, específicamente a la altura de Los Lagos, para protestar por la falta de servicios públicos.|De acuerdo con información compartida por el periodista Daniel Murolo, los manifestantes bloquearon la vía en ambos sentidos este viernes.|Los vecinos del sector están sin agua desde el 7 de marzo, día del apagón nacional que se prolongó por varios días.;2.8;15/03/2019;2019-03-74T11:43:00-0400;274808;http://en-cdnmed.agilecontent.com//resources/jpg/3/7/1552664035773.jpg;NO_TIENE;EN;Protestas;Los ciudadanos trancaron la vía a la altura de Los Lagos ;Protestan en la Panamericana por falta de agua;http://www.el-nacional.com/noticias/protestas/protestan-panamericana-por-falta-agua_274808
4;AFP;Los restos del dictador español Francisco Franco serán exhumados del mausoleo donde yacen desde 1975 y reinhumados el 10 de junio en un cementerio cerca de Madrid, anunció este viernes la vicepresidenta del gobierno, Carmen Calvo.|'La reinhumación de los restos de Franco será el 10 de junio por la mañana, y el lugar al que irán será el panteón de Mingorrubio-El Pardo, que es de titularidad estatal', y se encuentra en las afueras de Madrid, explicó la dirigente socialista.|El lugar 'reúne las condiciones idóneas de seguridad y de adecuación para recibir con decoro y con respeto los restos', y allí además está Carmen Polo, la esposa del general que tras ganar la Guerra Civil de 1936-1939 dirigiera España desde ese año y hasta su muerte en 1975, puntualizó Carmen Calvo.|La medida tiene dos problemas, el primero es que se llevará a cabo tras las elecciones legislativas del 28 de abril, de las que podría salir un ejecutivo conservador y reacio a la medida. Carmen Calvo dijo en respuesta que el gabinete de turno 'lo tiene que hacer', obligado por las medidas adoptadas hasta ahora.|El otro obstáculo es el recurso presentado por los nietos del dictador ante el Tribunal Supremo, que podría suspender cautelarmente la exhumación.|La tumba del general gallego, accesible al público y reverenciada por sus nostálgicos, se encuentra en el altar de la basílica, siempre cubierta de flores frescas, una 'tumba de Estado' y de 'exaltación' que para el gobierno socialista es inaceptable.La iniciativa de sacar a Franco del Valle de los Caídos fue anunciada en junio pasado por el presidente del gobierno Pedro Sánchez, pocos días después de llegar al poder.;1.2;15/03/2019;2019-03-74T11:26:00-0400;274805;http://en-cdnmed.agilecontent.com//resources/jpg/4/2/1552664276424.jpg;España, Mundo;EN;Mundo;Los restos del Generalísimo pasarán de un mausoleo solemne a un cementerio del Estado, aunque sus nietos aún recurren la medida;Franco será exhumado de su mausoleo y reinhumado en otro lugar;http://www.el-nacional.com/noticias/mundo/franco-sera-exhumado-mausoleo-reinhumado-otro-lugar_274805
5;EL NACIONAL;El representante especial de Venezuela ante el Grupo de Lima, Julio Borges, denunció este viernes que Cuba ha infiltrado las reuniones del Estado Mayor Superior del régimen de Nicolás Maduro, y que esto refleja el quiebre que existe dentro de la Fuerza Armada venezolana.|'Nos informan desde adentro de nuestra Fuerza Armada que 4 agentes cubanos, del más alto nivel, han asistido a las últimas reuniones del Estado Mayor Superior de la Fuerza Armada. Esto es una clara muestra de que Nicolás Maduro ya no confía en la institución militar, por eso la entrega y la sumisión a cuba es total', señaló.|Borges destacó la importancia de que hoy la presión internacional no solo se centre en Maduro, sino también en Cuba. 'Nicolás Maduro sigue en el poder en Venezuela gracias a los cubanos que son quienes manejan todo el aparato represivo contra la Fuerza Armada venezolana y los factores democráticos. Ante eso, es muy importante que el mundo libre no solo presione a la dictadura de Maduro, sino también al régimen cubano', indicó.|El coordinador nacional de Primero Justicia también puntualizó que pese a la crisis que atraviesa el país, Maduro continúa subsidiando económicamente a Cuba con petróleo venezolano. En este sentido, el diputado recalcó que Venezuela hoy financia con crudo 20% del PIB de Cuba, a su juicio esta es la principal razón por la que la isla frena el cambio político dentro del país.|Por último, Borges reiteró que solo con la salida de Cuba de Venezuela se puede derribar el Muro de Berlín en América Latina y con ello, iniciar una nueva etapa de democracia y crecimiento económico para toda la región.|Con información de nota de prensa;CONTEXTO;15/03/2019;2019-03-74T11:10:00-0400;274804;http://en-cdnmed.agilecontent.com//resources/jpg/4/3/1552662595534.jpg;NO_TIENE;EN;Política;El coordinador del partido Primero Justicia (PJ) señaló que Maduro continúa subsidiando económicamente a Cuba con petróleo venezolano;Julio Borges denuncia infiltración cubana en el Estado Mayor de la FANB;http://www.el-nacional.com/noticias/politica/julio-borges-denuncia-infiltracion-cubana-estado-mayor-fanb_274804
6;AFP;París.- La caída de la producción petrolera en Venezuela, causada por un gigantesco apagón eléctrico, podría plantear un problema para el suministro del mercado por lo que sería necesario acudir a las capacidades suplementarias de Arabia Saudita, indicó el viernes la Agencia Internacional de Energía (AIE).|'La semana pasada, las operaciones del sector (petrolero venezolano) quedaron seriamente perturbadas y las pérdidas actuales a gran escala podrían plantear una dificultad para el mercado' dice la AIE en su informe mensual sobre el petróleo.|Venezuela sufrió un gigantesco fallo eléctrico que afectó en especial a la actividad de la compañía petrolera pública Pdvsa, crucial para la economía local.|'Aunque hay señales de que la situación mejora, la degradación del sistema eléctrico es tal que no podemos estar seguros de que las reparaciones sean duraderas' dijo la agencia con sede en París.|La producción de Venezuela se había estabilizado en torno a 1,2 millones de barriles diarios (mbd). La cifra corresponde también al volumen de reducción voluntaria de la producción decidida por la Organización de Países Exportadores de Petróleo (OPEP) y Rusia para sostener las cotizaciones del crudo, destaca la AIE.|En total, los miembros del cartel -exceptuando a Irán y Venezuela- disponen de 2,8 mbd de capacidad de producción suplementaria (dos terceras partes en Arabia Saudita), según los cálculos de la AIE.|'En caso de pérdida importante de la producción procedente de Venezuela, los medios potenciales para evitar una grave perturbación del mercado están al alcance de la mano' indica la agencia.|Según un informe de la OPEP publicado el jueves, la producción de crudo en Venezuela cayó durante febrero, antes del apagón, en 142 mil barriles al día hasta poco más de 1 mbd.;2.1;15/03/2019;15/03/2019 10:03 am;35400;http://mmedia.eluniversal.com/17962/platts-produccion-de-crudo-local-cayo-en-60-mil-barriles-19284.jpg;NO_TIENE;EU;economia;La Agencia Internacional de Energía comentó 'no estar segura' de la durabilidad de las reparaciones;AIE expresa su preocupación por la caída de petróleo en Venezuela debido al apagón;http://www.eluniversal.com/economia/35400/aie-expresa-preocupacion-por-caida-de-petroleo-en-venezuela-por-apagon
7;AMY TORRES;Once parroquias deben reducir 50% el consumo con el fin de garantizar la estabilidad del sistema eléctrico arrancó un plan de administración de cargas este miércoles, luego de ser restituido el servicio al 100% en las 11 parroquias de Vargas.|El plan consiste en quitar el fluido eléctrico en las parroquias que sean necesarias -normalmente es entre dos o tres- para mantener el servicio eléctrico en el resto, según se conoció extraoficialmente.|Miércoles y jueves las parroquias que se han quedado sin luz como parte de este racionamiento han sido Maiquetía, Catia la Mar, Urimare y Caraballeda, de acuerdo con reportes de los vecinos.|Normalmente la suspensión del servicio ocurre por dos o cuatro horas, según la necesidad que haya para el momento.  Precisamente este jueves el gobernador Jorge Luis García Carneiro explicaba a su salida de una reunión en la sede principal de Corpoelec en Caracas, a la que asistió con el alcalde José Terán, que era necesaria la disminución del 50% del consumo eléctrico en el estado.|La información la dio a conocer a través de su cuenta en la red social Instagram, desde donde invitó a los varguenses a hacer uso eficiente y consciente del servicio.;2.10;15/03/2019;15/03/2019 09:56 am;35394;http://mmedia.eluniversal.com/17970/las-tunitas-19550.jpg;NO_TIENE;EU;caracas;Miércoles y jueves las parroquias que se han quedado sin luz como parte de este racionamiento han sido Maiquetía, Catia la Mar, Urimare y Caraballeda, de acuerdo con reportes de los vecinos;Aplican Plan de Administración de Cargas en el Litoral Central;http://www.eluniversal.com/caracas/35394/aplican-plan-de-administracion-de-cargas-en-el-litoral-central
8;Diario El Universal;La compañía Metro de Caracas anunció el servicio de trenes fue restablecido en todas las estaciones de la línea 1 del sistema. Mientras que las líneas 2, 3 y 4 continúan con sus operaciones de forma regular.;2.3;15/03/2019;15/03/2019 09:28 am;35392;http://mmedia.eluniversal.com/17897/metro-14430.jpg;NO_TIENE;EU;caracas;La compañía anunció que el servicio de trenes en la línea 1 se encuentra restablecido en su totalidad por ambas vías. Además las líneas 2, 3 y 4 se mantienen operando con normalidad;Metro de Caracas restableció totalmente operaciones en todas sus líneas;http://www.eluniversal.com/caracas/35392/metro-de-caracas-restablecio-totalmente-operaciones-en-todas-sus-lineas
9;Diario El Universal;Al menos un 25% de la población del municipio Baruta permanece si en servicio eléctrico, mientras que el 75% ya cuenta con luz en sus casas, según informó el alcalde de la entidad, Darwin González.|Entre los sectores que siguen sin luz desde el pasado 7 de marzo se encuentran Alto Prado, Prados del Este, Club Hípico, Charallavito, Ciudadela, Santa Cruz del Este, Las Minas de Baruta, Santa Inés, Las Mesetas y Parque Tamanaco.|En Santa Fe, La Alameda, Los Campitos, Las Mesetas y La Trinidad ya fue restablecido el servicio eléctrico.|El burgomaestre informó que los funcionarios de la Policía de Baruta permanecen en desplegados en los operativos de vigilancia para garantizar la seguridad en las localidades que siguen sin luz.|Además, indicó que los habitantes del municipio pueden comunicarse a través del número telefónico 0212-903-8511 para reportar asuntos de la zona.|La alcaldía de Baruta comunicó, a través de su cuenta en Twitter, que continúan las labores para restablecer el servicio en su totalidad.;18;15/03/2019;15/03/2019 09:12 am;35390;http://mmedia.eluniversal.com/17843/corpoelec-10086.jpg;NO_TIENE;EU;caracas;Entre los sectores que siguen sin el servicio se encuentran Alto Prado, Prados del Este, Club Hípico, Charallavito, Ciudadela, Santa Cruz del Este, Las Minas de Baruta y Santa Inés;Al menos un 25% de la población de Baruta sigue sin luz;http://www.eluniversal.com/caracas/35390/al-menos-un-25-de-la-poblacion-de-baruta-sigue-sin-luz
