;autor;contenido;derecho;fecha;fechaPublicacion;idPeriodico;imagen;palabrasClaves;periodico;seccion;subtitular;titular;url
0;Diario El Universal;['Peoria.- Félix Hernández fue castigado este domingo con siete carreras en poco más de tres entradas contra los Indios de Cleveland, elevando su efectividad en este spring training a 15,95, pero ya el manager de los Marineros de Seattle, Scott Servais había decidido no colocar al venezolano en el primer partido de la temporada.', 'Ese 20 de marzo contra los Atléticos de Oakland, en Tokio, abrirá por Seattle Marco Gonzales, lo que pone fin a una racha de 10 aperturas consecutivas del pitcher venezolano de 32 años en el día inaugural.', 'Esa era la racha activa más larga en las mayores y estaba empatada como la cuarta más larga de todos los tiempos, detrás de la que impuso Jack Morris con 14. Erik Bedard fue el último lanzador antes de Hernández en abrir una temporada en el montículo para los Marineros.', 'Félix Hernández no cree que podría haber cambiado la opinión del manager de los Marineros de Seattle, Scott Servais, acerca del día inaugural, incluso si hubiese lanzado bien esta primavera.  Con su efectividad acercándose a 16, es un punto discutible.', 'El “Rey” Félix está realmente contrariado de cualquier modo. Al preguntársele si está enojado por la decisión de Servais, Hernández simplemente dijo “sí”, pero se negó a expresar más sobre sus emociones.  “Sabía que eso iba a suceder”, añadió.', 'A Hernández también se le preguntó si podría haber convencido a Servais de darle la apertura en el día inaugural con una mejor pretemporada.  “No”, dijo mientras negaba con la cabeza despectivamente. “No”.', 'Es la última decepción durante la caída de varios años de Hernández desde el estrellato. Una vez un fenómeno de 19 años, el veterano ha ido perdiendo velocidad en su bola rápida desde mediados de los 20 años y ha sido mayormente inestable e ineficiente desde que cumplió 30, reseñó mlb.com .', 'Sus padecimientos han sido muchos. Entre los divulgados: rigidez en la espalda baja, tendinitis en el bíceps derecho, inflamación en el hombro derecho, un tirón en la pantorrilla derecha y eso sólo cubre las tres temporadas anteriores.', 'Tuvo la peor efectividad de su carrera con 5,55 en 29 juegos la campaña pasada y fue retirado brevemente de la rotación por primera vez en las mayores. Esta es la última temporada de su contrato por siete años y 175 millones de dólares.'];CONTEXTO;10/03/2019;10/03/2019 11:53 pm;35093;http://mmedia.eluniversal.com/17966/felix-hernandez-19321.jpg;NO_TIENE;EU;deportes;El manager de Seattle, Scott Servais designó a Marco Gonzalez en lugar del venezolano;Félix Hernández contrariado por no ser el pitcher del día inaugural;http://www.eluniversal.com/deportes/35093/felix-hernandez-contrariado-por-no-ser-el-pitcher-del-dia-inaugural
1;Diario El Universal;['West Palm Beach.- El estelar segunda base venezolano de los Astros de Houston, José Altuve, fue retirado a última hora del lineup abridor el sábado por segunda vez en tres días debido a molestias en el costado izquierdo, sin embargo el manager AJ Hinch, reiteró el que no está preocupado por la salud del criollo.', 'Hinch dijo este domingo que Altuve descansará un par de días para no agravar la lesión, con la esperanza de que pueda jugar más adelante en la semana, reseño mlb.com.', 'Altuve fue examinado en Florida por el doctor de cabecera de los Astros, David Lintner.', '“Estamos convencidos de que es un asunto menor”, dijo Hinch. “Vamos a dejarlo descansar unos pocos días para asegurarnos. Está bien y de buen ánimo, recuerden que estamos hablando de José Altuve. Estará bien. No es nada alarmante”.', 'Altuve ha tomado sólo 11 turnos hasta ahora en la Liga de la Toronja, pero Hinch tampoco está preocupado porque el otrora campeón bate y Jugador Más Valioso de la Liga Americana sume suficientes turnos para estar listo para la temporada.', '“Yo solía creer que los jugadores necesitaban 50, 60, 70 turnos, los mismos peloteros creían eso, pero esa cifra bajó primero a 30, 40 turnos y ahora a 25 o 30”, aseguró Hinch.', '“Yo confío en mis ojos más que en los números para ver si alguien está listo. Hay muchos muchachos que ya están preparados para jugar y todavía faltan tres semanas”, finalizó el piloto de los Astros.'];2.10;10/03/2019;10/03/2019 11:37 pm;35092;http://mmedia.eluniversal.com/17966/jose-altuve-19320.jpg;NO_TIENE;EU;deportes;El manager de los Astros, AJ Hinch indicó que le daría descanso al venezolano en este spring training;José Altuve presenta molestias físicas que le relegan a la banca;http://www.eluniversal.com/deportes/35092/jose-altuve-presenta-molestias-fisicas-que-le-relegan-a-la-banca
2;ANTONIO CASTILLO;['Caracas.- La jugadora hispano-venezolana Garbiñe Muguruza oxigenó de manera notable sus expectativas en el torneo de Indian Wells, tras batir en dos sets a la exnúmero uno del mundo, la estadounidense Serena Williams.', 'La española nacida en Caracas dominó con solvencia 6-3 el primer set y en el segundo, tras irlo controlando 1-0, la estadounidense se retiró producto de problemas físicos.', 'De esta manera Muguruza avanzó a la ronda de 16avos de final de este torneo que se disputa en California.', 'Por su parte, la rumana Simona Halep, número uno del escalafón mundial, siguió avanzando en Indian Wells al batir en un reñido partido de 7-6, 7-5 a la ucraniana Kateryna Koslova.', 'Entretanto, en la rama masculina, el español Rafael Nadal pulverizó con un doble 6-1 al estadounidense Jared Donaldson.', 'Asimismo avanzó de ronda el suizo Roger Federer tras superar al alemán Peter Gojowczyk con parciales de 6-1, 7-5.', 'También avanzaron este domingo Marin Cilic, John Isner, Kei Nishikori, Dominic Thiem y el 'Peque' Diego Schwartzman, quien se impuso al español Roberto Carballés por 6-3, 6-1.'];3.2;10/03/2019;10/03/2019 11:11 pm;35091;http://mmedia.eluniversal.com/17966/garbine-muguruza-19319.jpg;NO_TIENE;EU;deportes;La hispano-venezolana se impuso en dos sets a la exnúmero uno, que se retiró en el segundo set;Garbiñe Muguruza derrota a Serena Williams en Indian Wells;http://www.eluniversal.com/deportes/35091/garbine-muguruza-derrota-a-serena-williams-en-indian-wells
3;ANTONIO CASTILLO;['Caracas,- Después de una irregular jornada sabatina en la cual entregó tarjeta de 75 golpes (tres sobre par), el golfista venezolano recuperó posiciones este domingo con un sólido recorrido de 70 contactos, para finalmente terminar en el puesto 23 en el Arnold Palmer Invitational, torneo del PGA Tour que se llevó a cabo en Orlando, Florida.', 'Vegas, quien en la víspera se había descolgado en la tabla de posiciones, recuperó posiciones al finalizar con zafra global de 284 (cuatro por debajo del par de la cancha).', 'En esta última ronda dominical, el bastonista de Maturín concretó cuatro birdies y dos bogeys, ubicándose en el top25.', 'El ganador de este Arnold Palmer Invitational fue el italiano Francesco Molinari, quien cerró su actuación con un espectacular recorrido de 64 toques, para completar 276 strokes (-12).', 'Molinari logró ocho birdies y ningún bogey en la ronda de clausura para superar por dos contactos al británico Matthew Fitzpatrick, quien tras entregar tarjeta final de 71 se hizo del subcampeonato.'];2.3;10/03/2019;10/03/2019 10:49 pm;35090;http://mmedia.eluniversal.com/17966/jhonattan-vegas-19318.jpg;NO_TIENE;EU;deportes;El golfista venezolano remontó este domingo para finalizar en el puesto 23 en el Arnold Palmer Invitational;Jhonattan Vegas se recupera con una ronda final de 70 golpes;http://www.eluniversal.com/deportes/35090/jhonattan-vegas-se-recupera-con-una-ronda-final-de-70-golpes
4;Diario El Universal;['el incidente en el que se vieron envueltos los dos pilotos y los ocho auxiliares del vuelo se produjo a la entrada de hotel capitalino, después de que dos motos persiguieran a la furgoneta por las calles de la ciudad, con el propósito de robarlesUna tripulación de la compañía aérea española Air Europa ha sido tiroteada en la madrugada de este domingo, en Caracas, al llegar al hotel en el que se hospedaban, tras aterrizar en Caracas.', 'Así lo indicó el vocero del Sindicato de Pilotos (Sepla) en Air Europa, José Roncero, al diario español ABC, donde explicó que', ', según las primeras informaciones que se conocen de este incidente. En la furgoneta iban acompañados por dos miembros de la policía, que no iban armados.', 'El conductor de la furgoneta, según la declaración realizada, a la que ha tenido acceso ABC, asegura que observó 'dos motocicletas en actitud sospechosa, a la cual no me detuve, continuando con la ruta establecida, y no los visualicé más. Al llegar a las instalaciones (del hotel), el personal de tripulación se encontraba bajando de la unidad, dos minutos después se escucharon unas detonaciones de un presunto robo, como a cien metros del hotel'.', 'La tripulación se refugió en el interior del hotel, en el que le esperaba la otra tripulación que tenía que regresar a Madrid en el siguiente vuelo. Dada la situación de peligro, un convoy de cuatro vehículos de la policía venezolana ha tenido que escoltar a las dos tripulaciones, compuestas por veinte personas, que han decidido regresar a España, donde ya se encuentran.', 'A la vista de la gravedad de la situación de Caracas y de las quejas de las tripulaciones de no pernoctar en esta ciudad, la aerolínea ha asegurado que', 'Ello supone que las tripulaciones no pernoctarán en Caracas sino en esta ciudad.'];1.2;10/03/2019;10/03/2019 06:04 pm;35088;http://mmedia.eluniversal.com/17965/air-europa-19317.png;NO_TIENE;EU;sucesos;El incidente se produjo a la entrada de un hotel en Caracas, después de que dos motos persiguieran a la furgoneta por las calles de la ciudad, con el propósito de robarles;Tiroteada tripulación de Air Europa en Caracas;http://www.eluniversal.com/sucesos/35088/tiroteada-tripulacion-de-air-europa-en
5;Diario El Universal;['Las madres de los pacientes del Hospital José Manuel de los Rios, en Caracas, protestaron en la tarde de este domingo porque aún no disponen de alimentos.', 'Según reportó la periodista Ana Rodriguez los accesos del centro médico se encuentran cerrados.', 'Por su parte, VPI registró el momento de la protesta de los familiares.', 'La tarde de este domingo, un grupo de doctores que celebraba una misa en la iglesia de La Candelaria por el Día del Médico se movilizó hasta el J.M. de los Ríos, ubicado en la avenida Vollmer de San Bernardino, indicó el portal Efecto Cocuyo.', 'El obispo Tulio Ramírez se encontraba con los galenos.  Sin embargo, los efectivos de seguridad no permitieron que nadie ingresara al recinto hospitalario. La negativa provocó que madres y pacientes hablaran detrás de las rejas que separan al edificio de la calle y desde las ventanas-'];2.1;10/03/2019;10/03/2019 05:39 pm;35087;http://mmedia.eluniversal.com/17965/protesta-jm-rios-19316.jpg;NO_TIENE;EU;caracas;Señalan que los accesos fueron cerrados. Ante el hecho un grupo de médicos se unieron a los reclamos.;Madres del JM de los Rios protestan por mayor atención;http://www.eluniversal.com/caracas/35087/madres-del-jm-de-los-rios-protestan-por-mayor-atencion
6;Diario El Universal;['Las estaciones del Metro de Caracas continuaron cerradas en horas de la mañana de este domingo, tras los cortes eléctricos ocurridos en el país desde este jueves.', 'Es por ello que este sábado, un equipo de la compañía viene realizando trabajos para restablecer el servicio, así lo indicaron en su cuenta twitter.', 'Igualmente, en sistema de Ferrocarril de Valles del Tuy, las operaciones están suspendidas.'];3.2;10/03/2019;10/03/2019 12:02 pm;35080;http://mmedia.eluniversal.com/17743/223.jpg;NO_TIENE;EU;caracas;La compañía informó que se encuentran realizando trabajos tras los cortes eléctricos.;Estaciones del Metro de Caracas y del ferrocarril de Valles del Tuy siguen cerradas;http://www.eluniversal.com/caracas/35080/estaciones-del-metro-de-caracas-y-del-ferrocarril-de-valles-del-tuy-siguen-cerradas
7;Diario El Universal;['El diputado de la Asamblea Nacional José Manuel Olivares informó que hasta el momento 18 personas han fallecido tras los apagones ocurridos desde este jueves.', 'El parlamentario detalló previamente,  la situación en los centros de salud tras la falla.', 'En el caso del Hospital Clinico Universitario de Caracas indicó que en el reporte de este domingo a las 11:20AM que 'La planta funciona con fallas solo en UTI y Emergencia. En Hospitalización se dañaron algunas neveras y con ello medicamentos como insulina. Quirófanos sin luz, los pacientes han tenido que ser referidos. No hay agua desde el jueves'.'];2.1;10/03/2019;10/03/2019 11:22 am;35075;http://mmedia.eluniversal.com/17965/hospital-jose-gregorio-hernandez-19312.jpg;NO_TIENE;EU;sucesos;Según indicó el diputado José Manuel Olivares se han confirmado hasta el momento  18 personas fallecidas entre los que se incluyen niños;Suman 18 fallecidos en hospitales tras apagones en el país;http://www.eluniversal.com/sucesos/35075/indican-18-fallecidios-en-hospitales-tras-apagon
8;JOHANN RANGEL;['Tras el apagón ocurrido este jueves y sábado, los usuarios han reportado fallas en el suministro de agua en el área Metropolitana de Caracas, Miranda y Vargas.', 'Las zonas donde se están presentando los problemas en la capital son: 23 de enero, avenida Lecuna, La Pastora, Catia, Lídice, Caño Amarillo, San Martín, Caricuao, avenida Panteón, Fuerzas Armadas, Santa Mónica,  Los Dos Caminos y Los Chorros.', 'Los usuarios exigen a Hidrocapital a través de la red social twitter, que envien camiones cisternas para garantizar el líquido, debido a que en algunas zonas del oeste de Caracas, no tenían el líquido desde antes del apagón, como Mecedores, El Silencio, las minas de Baruta y la Urbina.', 'Por otra parte, la empresa hidrólogica indicó este viernes, se encuentran haciendo un despliegue de distribución de agua potable a través de cisternas hacia los centros de salud público.'];2.8;10/03/2019;10/03/2019 10:53 am;35070;http://mmedia.eluniversal.com/17946/agua-18109.jpg;NO_TIENE;EU;caracas;Solicitan el envío de camiones sisternas para garantizar el líquido;Reportan fallas en el suministro de agua en la capital;http://www.eluniversal.com/caracas/35070/reportan-fallas-en-el-suministro-de-agua-en-la-capital
9;TERESA LUENGO;['El combustible se agota para surtir algunas plantas eléctricas del sector comercio y servicios. La prioridad se encuentra en los hospitales donde ya se ha establecido una forma extraoficial en el sentido de la salud, la salud y la salud.', 'El apagón estuvo precedido de un racionamiento que ya lleva a cabo 2 meses con cortes que van de 4 a 6 horas diarias.', 'Durante el transcurso del carnaval, estas fueron incontables las fluctuaciones a cualquier hora del día y esto se suma a severo racionamiento del agua potable. Los planes de contingencia solo se aplican en escasos sectores oficialistas, el resto de la gente debe caminar largos trechos con envases para buscar en tuberías clandestinas, muchas de ellas adyacentes a cañadas.', 'En el estado tampoco funciona el servicio de internet ni los servicios de telefonía móvil.', 'La preocupación aumenta, pues no hay información oficial por parte de autoridades en cuanto al restablecimiento del servicio en la región, solo se desplegaron funcionarios de seguridad en los semáforos para evitar accidentes y riñas.', 'En algunos supermercados habilitaron cajeros para recibir pagos de alimentos en dólares y efectivo.', 'El comercio está cerrado en un 96% y representantes del sector cárnico y lácteos advierten perdidas mil millonarias por falta de refrigeración como consecuencia de la falla eléctrica.'];2.1;10/03/2019;10/03/2019 10:06 am;35069;http://mmedia.eluniversal.com/17883/sin-luz-13500.jpg;NO_TIENE;EU;venezuela;El comercio está cerrado en un 96% y representantes del sector cárnico y lácteos advierten perdidas mil millonarias por falta de refrigeración como consecuencia de la falla eléctrica;El Zulia colapsa sin agua ni luz;http://www.eluniversal.com/venezuela/35069/el-zulia-colapsa-sin-agua-ni-luz
