;autor;contenido;derecho;fecha;fechaPublicacion;idPeriodico;imagen;palabrasClaves;periodico;seccion;subtitular;titular;url
0;EFE;Jorge Castañeda, ex ministro de Relaciones Exteriores de México, criticó este viernes en Buenos Aires que su país se haya visto relegado al 'triste papel' de 'comparsa de Maduro en compañía de Uruguay', tras su anterior liderazgo en el Grupo de Lima contra Venezuela.|Castañeda se pronunció sobre el conflicto venezolano en la conferencia 'La democracia en América Latina: amenazas y oportunidades', celebrada en la Universidad Católica Argentina (UCA) junto a, entre otros, la ex ministra de Educación chilena Mariana Aylwin y el director en Latinoamérica y el Caribe de Idea Internacional, Daniel Zovatto.|'La izquierda latinoamericana en el poder o fuera del poder ha sido terriblemente reprobable por su actitud ante Chávez y Maduro desde un principio', expresó el ex canciller, que ejerció este cargo de 2000 a 2003, con Vicente Fox como presidente.|En este grupo incluyó al nuevo presidente mexicano, Andrés Manuel López Obrador, a quien criticó por su pasividad ante el conflicto venezolano.|'En los últimos dos años, México había jugado un papel de liderazgo en el Grupo de Lima ante el tema de Venezuela y ahora ha quedado relegado al triste papel de ser comparsa de Maduro en compañía de Uruguay', aseguró Castañeda.|Por su parte, la ex ministra chilena Mariana Aylwin opinó que grandes potencias como China y Rusia han sido 'perjudiciales' para la actuación de Naciones Unidas en Venezuela, donde el líder de la Asamblea Nacional, Juan Guaidó, se juramentó como presidente interino del país apoyado por un gran número de países.|Argentina, Brasil, Canadá, Colombia, Costa Rica, Chile, Guatemala, Honduras, Panamá, Paraguay y Perú, aglutinados en el Grupo de Lima, apoyan a Guaidó, al igual que Estados Unidos y la Unión Europea, lo que Castañeda consideró que hace sentir 'muy incómodos' a algunos países sudamericanos por el hecho de alinearse con Donald Trump.|Respecto a este problema, Daniel Zovatto afirmó que no es optar por una 'una opción maniquea entre Trump y Maduro, es optar entre democracia o no en Venezuela'.|Sobre si Maduro debería tener impunidad o no cuando abandonase el poder por supuestos crímenes de lesa humanidad, Aylwin abogó por que se le aplicase una 'justicia gradual' si hay una salida democrática pacífica al conflicto venezolano.|'Los procesos de justicia pasan también por tipos de tribunales o leyes de amnistía en algunos casos. Creo que es probablemente uno de los temas más complejos en las transiciones y que dura muchos años', señaló la ex ministra chilena.|En cuanto a la situación de la democracia en Latinoamérica, foco principal de la conferencia, Zovatto aseguró que la región, azotada por múltiples dictaduras, nunca había tenido 'un proceso democrático tan extendido'.|Sin embargo, también alertó de la alta presión que están sufriendo las democracias de América Latina, y ve con 'enorme preocupación' los indicadores de cultura política, calidad de la democracia, estado de derecho, criminalidad y corrupción.;CONTEXTO;15/03/2019;2019-03-74T03:00:00-0400;274852;http://en-cdnmed.agilecontent.com//resources/jpg/0/0/1552676578800.jpg;NO_TIENE;EN;Mundo;Tras la llegada de Andrés Manuel López Obrador a la presidencia mexican, el rol de este país en la resolución del conflicto venezolano ha mermado;Ex canciller de México critica que su país sea una 'comparsa de Maduro';http://www.el-nacional.com/noticias/mundo/canciller-mexico-critica-que-pais-sea-una-comparsa-maduro_274852
1;AFP;Una multitud sedienta trepaba para recoger agua que caía sobre el putrefacto río Guaire, en Caracas, desde el canal de concreto que bordea la corriente. Luego de varios días del apagón más grande registrado en Venezuela la desesperación por agua crece.|Cuando se enteraron de la fuente, cientos corrieron con botellas, baldes y bidones desde el barrio popular de San Agustín. Unos resbalaban por la pared y caían a las corrientes contaminadas, entre ellos Keisy Pérez, una mulata de 23 años madre de dos niños.|'Uno tiene que venir a cargar agua. Me caí esta mañana, ¡de vaina no me maté!', gritaba enardecida al quejarse de tener varios días sin electricidad, agua ni comida. '¿Están esperando que nos muramos?', recriminó.|Por segundo día una multitud se acercó al punto ubicado en la neurálgica autopista Francisco Fajardo. Conforme se fue difundiendo la existencia del chorro, más personas caminaban apresuradas con envases para tratar de abastecerse, pero luego un grupo de militares les ordenó retirarse.|Enojados por la prohibición, varios vecinos trancaron la vía. 'Tenemos la garganta seca', protestaban frente a los militares.|'No nos dejan agarrar agua', vociferó Carlos, habitante del barrio popular Hornos de Cal, acusando a Nicolás Maduro de querer esconder una realidad cada vez más difícil para los venezolanos.|'¡Queremos agua!, ¡queremos agua para darle a nuestros hijos!', gritaban a los militares unas 300 personas al borde de la autopista.|'No tenemos agua ni para beber', dijo a AFP Marcel Galindez, de 29 años, luego de cargar unos 20 litros del agua que caía desde un orificio en la parte alta del canal. 'Tocará hervirla', expresó con resignación. A su lado, una jovencita se lavaba el cabello con el agua que recién había recogido.|Lavando en fuentes ornamentales|Una mujer rolliza cargaba un balde lleno de ropa que recién lavó en una fuente ornamental en el parque Los Caobos, una extensa zona verde en el centro de Caracas donde otros cientos se acercaban con botellas plásticas y cubetas para cargar aguas marrones estancadas.|'Tenemos que solucionar. Estamos lavando en la fuente de Los Caobos, mañana me toca lavar las sábanas y los paños', dijo la mujer, renuente a dar su nombre.|En otro punto de Caracas cientos hacen largas filas desde hace varios días para recoger agua de pequeños manantiales que fluyen de El Ávila, una cadena montañosa que bordea la capital, decenas también lo hacían en las barriadas de Catia y 23 de Enero, incluida una escuela donde votaba el fallecido presidente Hugo Chávez.|En sectores acomodados como Chacao, camiones cisterna ofrecen el líquido para pago en dólares.|Agobiada por el tumulto para abastecerse, Yulimar, una humilde madre de tres menores, sollozaba en medio de personas que corrían de un lado a otro.|Desde el apagón que cumple cinco días este martes y que Maduro atribuye a un 'ataque cibernético' de Estados Unidos, tanto el agua como la comida escasean en su casa. 'No tengo nada de comer para mis hijos', relató.|Víctimas sin distinción política|Maduro anunció un plan para distribuir comida y agua en barriadas empobrecidas desde el lunes, pero Keisy denunció que tiene un mes sin recibir alimentos subsidiados que el oficialismo dice entregar a seis millones de familias.|'Maduro tanto que habla y no estamos viendo nada, estamos pasando hambre. Aquí nadie sirve, ni los escuálidos, ni los chavistas', espetó la joven madre.|Su vecina Yulimar, aunque reconoce que la situación 'está demasiado brava', excusa a Maduro. 'A pesar de todo esto que está pasando, yo sigo siendo chavista. Ese señor no es malo, no sé qué es lo que le pasa', relató a la AFP.|No obstante, las penurias del apagón le cortan la voz: 'Me dan ganas de llorar, nunca había pasado tanto trabajo como estoy pasando ahorita con mis hijos'.|En el interior del país los largos apagones son costumbre, pero por primera vez Caracas vive un corte tan prolongado, aunque hay servicio intermitente desde el viernes.|'Todo mundo anda desesperado, esto es una locura', describió Eduardo Escalona, de 43 años, mientras miraba asqueado el cauce del Guaire.;2.1;15/03/2019;2019-03-74T02:50:00-0400;274845;http://en-cdnmed.agilecontent.com//resources/jpg/4/1/1552673517614.jpg;Protestas, Sociedad;EN;Sociedad;Los ciudadanos buscan agua en distintas partes de Caracas debido a la carencia del servicio básico;Venezolanos desesperados por el agua luego del apagón nacional;http://www.el-nacional.com/noticias/sociedad/venezolanos-desesperados-por-agua-luego-del-apagon-nacional_274845
2;El Nacional;Roger Figueroa, presidente de la Cámara Venezolana de la Industria Láctea (Cavilac), afirmó este viernes que la falla en el suministro de energía eléctrica agravó la producción de leche en el país.|'En consecuencia de todo este problemón la industria ha sido severamente castigada básicamente por el tema del frío. Esa situación ha hecho que los productores que no pudieron enfriarla perdieran leche', dijo Figueroa a Unión Radio.|El presidente de Cavilac señaló que perdieron 30% de la producción de leche durante los cinco días del apagón nacional|Figueroa detalló que tres empresas podrían paralizarse debido a la falta de combustible.|Con información de Unión Radio;2.10;15/03/2019;2019-03-74T02:42:00-0400;274842;http://en-cdnmed.agilecontent.com//resources/jpg/8/2/1552672977528.jpg;NO_TIENE;EN;Sociedad;El presidente de la organización indicó que tres empresas podrían paralizarse completamente ;Cavilac aseguró que apagón afectó la producción de leche en el país;http://www.el-nacional.com/noticias/sociedad/cavilac-aseguro-que-apagon-afecto-produccion-leche-pais_274842
3;El Nacional;Oswaldo Guillén,  ex manager de los Tiburones de La Guaira, afirmó que en Venezuela cuesta conseguir el agua mientras que la gasolina la regalan.|'¿Cómo es posible que la gasolina la regalen y que el agua te cueste tanto. Aquí no hay nada y este cabrón cínico de Nicolás Maduro dice que está bien', escribió Guillén en Twitter.|Guillén reprochó que contratar un camión cisterna cueste 100 dólares. 'Esto sí es insólito. Aquí se juega con la necesidad del ser humano. Ahora si voy a decir algo: me cago en tu madre Nicolás'.|Asimismo, el manager venezolano aseguró que le daría unos golpes a Maduro. 'Vente solo, sin guardaespaldas, pa' que veas la coñaza que te doy'.;CONTEXTO;15/03/2019;2019-03-74T02:41:00-0400;274841;http://en-cdnmed.agilecontent.com//resources/jpg/3/5/1552671297253.jpg;Nicolás Maduro, Agua, Beisbol, Deporte, Gasolina;EN;Deportes;El ex manager de los Tiburones de La Guaira aseguró que en Venezuela hay personas que juegan con la necesidad de los ciudadanos ;El mensaje que le envió Oswaldo Guillen a Nicolás Maduro;http://www.el-nacional.com/noticias/deportes/mensaje-que-envio-oswaldo-guillen-nicolas-maduro_274841
4;EFE;La Policía colombiana implementó este viernes controles para los migrantes que cruzan por los pasos ilegales conocidos como trochas, en la frontera que une a la ciudad colombiana de Cúcuta, con Venezuela, para evitar el ingreso de personas con antecedentes criminales al país.|El operativo verifica la legalidad de sus documentos de identidad, y se está controlandoqué elementos traen', explicó José Luis Palomino, comandante de la policía metropolitana de Cúcuta.|Palomino informó que se detuvo a cuatro personas que estaban cobrando dinero para permitir el paso por las trochas cercanas al puente internacional Simón Bolívar, principal cruce fronterizo que conecta a Cúcuta con la ciudad venezolana de San Antonio, en el estado de Táchira.|Una de estas trochas, llamada, 'La Marranera', es por donde la venezolana María Pérez, viene a Colombia a diario para trabajar vendiendo frutas en la calle y así poder llevar alimento y medicinas a su hijo con necesidades especiales y a su esposo que tiene cáncer.|'La situación es cada vez más difícil, porque primero no se consiguen las medicinas para mi hijo, y mi esposo está recién operado de un cáncer, es algo muy fuerte', contó Pérez.|Miles de venezolanos cruzan a diario la frontera con Colombia por estos pasos ilegales que se han convertido en la única vía de acceso al alimento, medicinas y servicios públicos que no tienen en su país.|La frontera con Venezuela está cerrada desde el pasado 23 de febrero cuando Nicolás Maduro, rompió relaciones con Colombia y bloqueó los pasos fronterizos tras el intento de diputados de la Asamblea Nacional de llevar ayuda humanitaria, iniciativa que acabó con represión por parte de funcionarios del Estado.;CONTEXTO;15/03/2019;2019-03-74T02:33:00-0400;274847;http://en-cdnmed.agilecontent.com//resources/jpg/8/7/1552673518878.jpg;Colombia, Frontera;EN;Mundo;Un funcionarios de la policía colombiana informó que se detuvo a cuatro personas que estaban cobrando dinero para permitir el paso por las trochas cercanas al puente internacional Simón Bolívar;Colombia incrementa controles en pasos ilegales en frontera con Venezuela;http://www.el-nacional.com/noticias/mundo/colombia-incrementa-controles-pasos-ilegales-frontera-con-venezuela_274847
5;NOTA DE PRENSA;Líderes vecinales del municipio Libertador realizaron protestas por la escasez de agua en varias zonas, destacando la efectuada en la parroquia Candelaria, donde vecinos cerraron la calle a dos cuadras del Ministerio de Interior Justicia y Paz expresando las penurias que han sufrido ante la ausencia del servicio de agua .|Carlos Julio Rojas, coordinador del Frente en  Defensa del Norte de Caracas, calificó de 'inhumana la falta de agua en la capital', sobre este punto, expresó que “Durante esta semana de oscuridad y ver cómo nos quedamos sin agua tuvimos que recurrir a buscarla en los tanques de las pocetas, para poder bañarnos y calmar la sed. Hay zonas de Libertador que ya les faltaba el agua antes del corte de luz padeciendo hasta 100 días sin que les llegue una gota”, indicó.|Denunciaron que los recursos para este sector fueron desviados. “Ellos han recibido millardos de dólares para actualizar los sistema de distribución del agua, pero al contrario han dejado que esta empresa estatal este en un cierre técnico robándose el dinero del pueblo. Mientras la cúpula del Psuv se baña en piscina como los propios boliburgueses los caraqueños tenemos que buscar agua del Guaire”.|El integrante de la Asamblea de Ciudadanos de Candelaria alertó que no solo son las fallas en la electricidad o agua, sino con los servicios públicos “El transporte público tanto el metro como el de autobuses está destruido, no tenemos gas para cocinar y hasta nos quitaron el derecho a tener un servicio telefónico digno, el culpable de todas estas vicisitudes es el tirano Maduro y la única forma de solucionar estas calamidades es que cese la usurpación”, afirmó, indicó una nota de prensa del Frente.|Por su parte Nancy del Moro, vecina de La Candelaria, confesó como ya tienen casi un mes que no les llega el agua, y que han tenido que usar en muchos casos el agua de los aires acondicionados para poder bañarse y limpiar un poco. “Maduro pone puras excusas para estirar el bulto sobre las fallas en los servicios, pero las instituciones del Estado como ministerios y Miraflores si tienen agua ya que les llegan cisternas pero el pueblo debe pagar 200 dólares por una”, sentenció.;2.10;15/03/2019;15/03/2019 02:44 pm;35458;http://mmedia.eluniversal.com/17970/protestaron-este-viernes-19577.jpg;NO_TIENE;EU;caracas;Nancy del Moro, vecina de la parroquia  Candelaria, confesó como ya tienen casi un mes que no les llega el agua.;Vecinos de Caracas protestaron por fallas en los servicios básicos;http://www.eluniversal.com/caracas/35458/vecinos-de-caracas-protestan-por-fallas-en-los-servicios-basicos
6;Diario El Universal;Caracas.-El Banco Interamericano de Desarrollo (BID) reconoció este viernes a Ricardo Hausmann -designado por jefe legislativo Juan Guaidó- como representante de Venezuela ante el organismo.|Los gobernadores ente aprobaron una resolución donde se reconoce el nombramiento de Hausmann, por parte del juramentado presidente encargado, como gobernador ante el BID, informó la institución en un comunicado enviado a la agencia AFP.|El BID se convierte en la primera institución financiera internacional que reconoce a un enviado de Guaidó. Los gobernadores de la Corporación Interamericana de Inversiones (CII), una organización asociada para préstamos en el sector privado, también apoyaron la decisión a la designación de Hausmann.|Hausmann fue designado por Guaidó como su delegado ante el BID el pasado 4 de marzo y hasta ahora ha sido director del Centro para el Desarrollo Internacional y profesor de Economía del Desarrollo de Escuela de Gobierno John F. Kennedy de la Universidad de Harvard.|Entre 1992 y 1993 trabajó como ministro de Planificación del segundo Gobierno de Carlos Andrés Pérez (1989-1993) y como miembro del Directorio del Banco Central de Venezuela, de acuerdo a su perfil académico de Harvard.|El BID es la principal fuente de financiación para el desarrollo de América Latina y el Caribe de la que Estados Unidos es miembro fundador y su suscripción equivale al 30% de su capital.;18;15/03/2019;15/03/2019 02:06 pm;35447;http://static.eluniversal.com/2018/05/23/banco-interamericano-de-desarr.jpg;NO_TIENE;EU;economia;El Banco Interamericano de Desarrollo se convierte en la primera institución financiera internacional en reconocer a un enviado de Guaidó;BID reconoce a designado de Guaidó como representante de Venezuela en el organismo;http://www.eluniversal.com/economia/35447/ricardo-hausmann-es-reconocido-por-el-bid-como-representante-de-venezuela
7;ANDREA TORRES;Caracas.- Denuncian que aún no hay rastros del ciudadano Rafael Adolfo González Merengote, quien lleva más de 24 horas desaparecido, según información del Sindicato Nacional de Trabajadores de la Prensa (SNTP).|González Merengote labora para una empresa de seguridad que presta sus servicios a CNN Internacional en Venezuela y según el SNTP fue abordado por presuntos efectivos del Servicio Bolivariano de Inteligencia Nacional (Sebin) el jueves en el estacionamiento del Aeropuerto Internacional de Maiquetía, estado Vargas.;1.2;15/03/2019;15/03/2019 01:48 pm;35449;http://mmedia.eluniversal.com/17970/rafael-adolfo-gonzalez-meregote-19565.jpg?fbclid=IwAR0lNyDQYz0mKkenEFS7QHc4iA4vNTCcUHs1Q1rJjnfK6Tlaz3ByagHZruk;NO_TIENE;EU;venezuela;Este jueves fue abordado en el estacionamiento del aeropuerto internacional de Maiquetía, Rafael González, quien trabajada con un equipo de prensa;Denuncian que el ciudadano Rafael González aún se encuentra desaparecido;http://www.eluniversal.com/venezuela/35449/sindicato-nacional-de-trabajadora-exige-la-liberacion-de-rafael-gonzalez
8;AP;Texas.- American Airlines anunció el viernes que detendrá sus vuelos a Venezuela por motivos de seguridad después de que el sindicato de pilotos les dijo a sus miembros que se negaran a operar en ellos.|La aerolínea estadounidense volaba diariamente a Caracas y Maracaibo desde Miami. Informó el viernes que detuvo temporalmente los vuelos y no operará en países que no considera seguros.|El jueves en la noche, el presidente de la Asociación de Pilotos Aliados instruyó a sus miembros a rechazar las asignaciones de Venezuela. Daniel Carey señaló que el Departamento de Estado advirtió sobre el crimen y la detención de ciudadanos estadounidenses. Estados Unidos sacó a sus últimos diplomáticos del país el jueves.|Otras aerolíneas estadounidenses y extranjeras han dejado de volar a Venezuela debido a que la situación económica y política del país se ha deteriorado en los últimos años.;1.2;15/03/2019;15/03/2019 12:54 pm;35436;http://mmedia.eluniversal.com/17970/american-airlines-19563.jpg;NO_TIENE;EU;economia;American Airlines anuncia que detendrá sus vuelos a Venezuela por motivos de seguridad después de que el sindicato de pilotos les dijo a sus miembros que se negaran a operar en ellos;American Airlines suspende sus vuelos a Venezuela;http://www.eluniversal.com/economia/35436/american-airlines-suspende-sus-vuelos-a-venezuela
9;Diario El Universal;Los usuarios reportaron cortes de luz a través de sus redes sociales en la mañana de este viernes, en los municipios Libertador, Baruta y El Hatillo desde las 10 de la mañana.|Las zonas donde están ocurriendo los cortes son: San Bernandino, la Meseta, Quebrada Honda, avenida Panteón, la Concordia, Prados del Este, Alto Prado, Manzanares, la Boyera, El Hatillo.Así como Guarenas-Guatire.|También han reportado cortes no programado en el Junquito desde el Kilómetro 16 al 23.|Hasta el momento, la Corporación Eléctrica Nacional (Corpoelec) no ha emitido un reporte sobre los cortes.;2.8;15/03/2019;15/03/2019 12:42 pm;35438;http://mmedia.eluniversal.com/17883/sin-luz-13500.jpg;NO_TIENE;EU;caracas;También han reportado cortes no programado en el Junquito desde el Kilométro 16 al 23.;Reportan cortes de energía eléctrica en sectores de Caracas;http://www.eluniversal.com/caracas/35438/reportan-cortes-de-energia-electrica-en-sectores-de-caracas
